,date,home_team,away_team,team,scorer,minute,own_goal,penalty,home_score,away_score,tournament,city,country,neutral,winner,first_shooter
0,1949-10-15,Wales,England,England,Stan Mortensen,22.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
1,1949-10-15,Wales,England,England,Jackie Milburn,29.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
2,1949-10-15,Wales,England,England,Jackie Milburn,34.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
3,1949-10-15,Wales,England,England,Jackie Milburn,66.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
4,1949-10-15,Wales,England,Wales,Mal Griffiths,80.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
5,1949-11-16,England,Northern Ireland,England,Jack Rowley,6.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
6,1949-11-16,England,Northern Ireland,England,Jack Froggatt,25.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
7,1949-11-16,England,Northern Ireland,England,Stan Pearson,33.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
8,1949-11-16,England,Northern Ireland,England,Stan Mortensen,35.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
9,1949-11-16,England,Northern Ireland,England,Jack Rowley,47.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
10,1949-11-16,England,Northern Ireland,England,Stan Mortensen,50.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
11,1949-11-16,England,Northern Ireland,Northern Ireland,Samuel Smyth,55.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
12,1949-11-16,England,Northern Ireland,England,Jack Rowley,56.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
13,1949-11-16,England,Northern Ireland,England,Jack Rowley,58.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
14,1949-11-16,England,Northern Ireland,England,Stan Pearson,68.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
15,1949-11-16,England,Northern Ireland,Northern Ireland,Bobby Brennan,75.0,False,False,9,2,FIFA World Cup qualification,Manchester,England,False,,
16,1950-04-15,Scotland,England,England,Roy Bentley,64.0,False,False,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,,
17,1950-06-25,Chile,England,England,Stan Mortensen,39.0,False,False,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,,
18,1950-06-25,Chile,England,England,Wilf Mannion,51.0,False,False,0,2,FIFA World Cup,Rio de Janeiro,Brazil,True,,
19,1950-06-29,England,United States,United States,Joe Gaetjens,38.0,False,False,0,1,FIFA World Cup,Belo Horizonte,Brazil,True,,
20,1950-07-02,England,Spain,Spain,Telmo Zarra,48.0,False,False,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,,
21,1953-10-10,Wales,England,Wales,Ivor Allchurch,22.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
22,1953-10-10,Wales,England,England,Dennis Wilshaw,45.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
23,1953-10-10,Wales,England,England,Dennis Wilshaw,49.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
24,1953-10-10,Wales,England,England,Nat Lofthouse,52.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
25,1953-10-10,Wales,England,England,Nat Lofthouse,53.0,False,False,1,4,FIFA World Cup qualification,Cardiff,Wales,False,,
26,1953-11-11,England,Northern Ireland,England,Harold Hassall,10.0,False,False,3,1,FIFA World Cup qualification,Liverpool,England,False,,
27,1953-11-11,England,Northern Ireland,Northern Ireland,Eddie McMorran,54.0,False,False,3,1,FIFA World Cup qualification,Liverpool,England,False,,
28,1953-11-11,England,Northern Ireland,England,Harold Hassall,60.0,False,False,3,1,FIFA World Cup qualification,Liverpool,England,False,,
29,1953-11-11,England,Northern Ireland,England,Nat Lofthouse,75.0,False,False,3,1,FIFA World Cup qualification,Liverpool,England,False,,
30,1954-04-03,Scotland,England,Scotland,Allan Brown,7.0,False,False,2,4,FIFA World Cup qualification,Glasgow,Scotland,False,,
31,1954-04-03,Scotland,England,England,Ivor Broadis,13.0,False,False,2,4,FIFA World Cup qualification,Glasgow,Scotland,False,,
32,1954-04-03,Scotland,England,England,Johnny Nicholls,50.0,False,False,2,4,FIFA World Cup qualification,Glasgow,Scotland,False,,
33,1954-04-03,Scotland,England,England,Ronnie Allen,68.0,False,False,2,4,FIFA World Cup qualification,Glasgow,Scotland,False,,
34,1954-04-03,Scotland,England,England,Jimmy Mullen,83.0,False,False,2,4,FIFA World Cup qualification,Glasgow,Scotland,False,,
35,1954-04-03,Scotland,England,Scotland,Willie Ormond,89.0,False,False,2,4,FIFA World Cup qualification,Glasgow,Scotland,False,,
36,1954-06-17,Belgium,England,Belgium,Léopold Anoul,5.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
37,1954-06-17,Belgium,England,England,Ivor Broadis,26.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
38,1954-06-17,Belgium,England,England,Nat Lofthouse,36.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
39,1954-06-17,Belgium,England,England,Ivor Broadis,63.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
40,1954-06-17,Belgium,England,Belgium,Henri Coppens,67.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
41,1954-06-17,Belgium,England,Belgium,Léopold Anoul,71.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
42,1954-06-17,Belgium,England,England,Nat Lofthouse,91.0,False,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
43,1954-06-17,Belgium,England,Belgium,Jimmy Dickinson,94.0,True,False,4,4,FIFA World Cup,Basel,Switzerland,True,,
44,1954-06-20,Switzerland,England,England,Jimmy Mullen,43.0,False,False,0,2,FIFA World Cup,Berne,Switzerland,False,,
45,1954-06-20,Switzerland,England,England,Dennis Wilshaw,69.0,False,False,0,2,FIFA World Cup,Berne,Switzerland,False,,
46,1954-06-26,England,Uruguay,Uruguay,Carlos Borges,5.0,False,False,2,4,FIFA World Cup,Basel,Switzerland,True,,
47,1954-06-26,England,Uruguay,England,Nat Lofthouse,16.0,False,False,2,4,FIFA World Cup,Basel,Switzerland,True,,
48,1954-06-26,England,Uruguay,Uruguay,Obdulio Varela,39.0,False,False,2,4,FIFA World Cup,Basel,Switzerland,True,,
49,1954-06-26,England,Uruguay,Uruguay,Juan Alberto Schiaffino,46.0,False,False,2,4,FIFA World Cup,Basel,Switzerland,True,,
50,1954-06-26,England,Uruguay,England,Tom Finney,67.0,False,False,2,4,FIFA World Cup,Basel,Switzerland,True,,
51,1954-06-26,England,Uruguay,Uruguay,Javier Ambrois,78.0,False,False,2,4,FIFA World Cup,Basel,Switzerland,True,,
52,1956-12-05,England,Denmark,England,Tommy Taylor,2.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
53,1956-12-05,England,Denmark,England,Tommy Taylor,22.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
54,1956-12-05,England,Denmark,Denmark,Ove Bech Nielsen,27.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
55,1956-12-05,England,Denmark,England,Tommy Taylor,53.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
56,1956-12-05,England,Denmark,Denmark,Ove Bech Nielsen,64.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
57,1956-12-05,England,Denmark,England,Duncan Edwards,66.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
58,1956-12-05,England,Denmark,England,Duncan Edwards,77.0,False,False,5,2,FIFA World Cup qualification,Wolverhampton,England,False,,
59,1957-05-08,England,Republic of Ireland,England,Tommy Taylor,10.0,False,False,5,1,FIFA World Cup qualification,London,England,False,,
60,1957-05-08,England,Republic of Ireland,England,Tommy Taylor,19.0,False,False,5,1,FIFA World Cup qualification,London,England,False,,
61,1957-05-08,England,Republic of Ireland,England,John Atyeo,38.0,False,False,5,1,FIFA World Cup qualification,London,England,False,,
62,1957-05-08,England,Republic of Ireland,England,Tommy Taylor,40.0,False,False,5,1,FIFA World Cup qualification,London,England,False,,
63,1957-05-08,England,Republic of Ireland,Republic of Ireland,Dermot Curtis,56.0,False,False,5,1,FIFA World Cup qualification,London,England,False,,
64,1957-05-08,England,Republic of Ireland,England,John Atyeo,90.0,False,False,5,1,FIFA World Cup qualification,London,England,False,,
65,1957-05-15,Denmark,England,Denmark,John Jensen,27.0,False,False,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,,
66,1957-05-15,Denmark,England,England,Johnny Haynes,28.0,False,False,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,,
67,1957-05-15,Denmark,England,England,Tommy Taylor,71.0,False,False,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,,
68,1957-05-15,Denmark,England,England,John Atyeo,75.0,False,False,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,,
69,1957-05-15,Denmark,England,England,Tommy Taylor,86.0,False,False,1,4,FIFA World Cup qualification,Copenhagen,Denmark,False,,
70,1957-05-19,Republic of Ireland,England,Republic of Ireland,Alf Ringstead,3.0,False,False,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,,
71,1957-05-19,Republic of Ireland,England,England,John Atyeo,90.0,False,False,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,,
72,1958-06-08,England,Russia,Russia,Nikita Simonyan,13.0,False,False,2,2,FIFA World Cup,Gothenburg,Sweden,True,,
73,1958-06-08,England,Russia,Russia,Aleksandr Ivanov,56.0,False,False,2,2,FIFA World Cup,Gothenburg,Sweden,True,,
74,1958-06-08,England,Russia,England,Derek Kevan,66.0,False,False,2,2,FIFA World Cup,Gothenburg,Sweden,True,,
75,1958-06-08,England,Russia,England,Tom Finney,85.0,False,True,2,2,FIFA World Cup,Gothenburg,Sweden,True,,
76,1958-06-15,Austria,England,Austria,Karl Koller,15.0,False,False,2,2,FIFA World Cup,Borås,Sweden,True,,
77,1958-06-15,Austria,England,England,Johnny Haynes,56.0,False,False,2,2,FIFA World Cup,Borås,Sweden,True,,
78,1958-06-15,Austria,England,Austria,Alfred Körner,71.0,False,False,2,2,FIFA World Cup,Borås,Sweden,True,,
79,1958-06-15,Austria,England,England,Derek Kevan,74.0,False,False,2,2,FIFA World Cup,Borås,Sweden,True,,
80,1958-06-17,England,Russia,Russia,Anatoli Ilyin,69.0,False,False,0,1,FIFA World Cup,Gothenburg,Sweden,True,,
81,1960-10-19,Luxembourg,England,England,Bobby Charlton,3.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
82,1960-10-19,Luxembourg,England,England,Bobby Charlton,7.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
83,1960-10-19,Luxembourg,England,England,Jimmy Greaves,16.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
84,1960-10-19,Luxembourg,England,England,Bobby Smith,23.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
85,1960-10-19,Luxembourg,England,England,Bobby Smith,52.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
86,1960-10-19,Luxembourg,England,England,Johnny Haynes,62.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
87,1960-10-19,Luxembourg,England,England,Bobby Charlton,65.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
88,1960-10-19,Luxembourg,England,England,Jimmy Greaves,82.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
89,1960-10-19,Luxembourg,England,England,Jimmy Greaves,87.0,False,False,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,
90,1961-05-21,Portugal,England,Portugal,José Águas,59.0,False,False,1,1,FIFA World Cup qualification,Oeiras,Portugal,False,,
91,1961-05-21,Portugal,England,England,Ron Flowers,83.0,False,False,1,1,FIFA World Cup qualification,Oeiras,Portugal,False,,
92,1961-09-28,England,Luxembourg,England,Ray Pointer,36.0,False,False,4,1,FIFA World Cup qualification,London,England,False,,
93,1961-09-28,England,Luxembourg,England,Dennis Viollet,37.0,False,False,4,1,FIFA World Cup qualification,London,England,False,,
94,1961-09-28,England,Luxembourg,England,Bobby Charlton,44.0,False,False,4,1,FIFA World Cup qualification,London,England,False,,
95,1961-09-28,England,Luxembourg,Luxembourg,Camille Dimmer,73.0,False,False,4,1,FIFA World Cup qualification,London,England,False,,
96,1961-09-28,England,Luxembourg,England,Bobby Charlton,80.0,False,False,4,1,FIFA World Cup qualification,London,England,False,,
97,1961-10-25,England,Portugal,England,John Connelly,5.0,False,False,2,0,FIFA World Cup qualification,London,England,False,,
98,1961-10-25,England,Portugal,England,Ray Pointer,10.0,False,False,2,0,FIFA World Cup qualification,London,England,False,,
99,1962-05-31,England,Hungary,Hungary,Lajos Tichy,17.0,False,False,1,2,FIFA World Cup,Rancagua,Chile,True,,
100,1962-05-31,England,Hungary,England,Ron Flowers,60.0,False,True,1,2,FIFA World Cup,Rancagua,Chile,True,,
101,1962-05-31,England,Hungary,Hungary,Flórián Albert,71.0,False,False,1,2,FIFA World Cup,Rancagua,Chile,True,,
102,1962-06-02,Argentina,England,England,Ron Flowers,17.0,False,True,1,3,FIFA World Cup,Rancagua,Chile,True,,
103,1962-06-02,Argentina,England,England,Bobby Charlton,42.0,False,False,1,3,FIFA World Cup,Rancagua,Chile,True,,
104,1962-06-02,Argentina,England,England,Jimmy Greaves,67.0,False,False,1,3,FIFA World Cup,Rancagua,Chile,True,,
105,1962-06-02,Argentina,England,Argentina,José Sanfilippo,81.0,False,False,1,3,FIFA World Cup,Rancagua,Chile,True,,
106,1962-06-10,Brazil,England,Brazil,Garrincha,31.0,False,False,3,1,FIFA World Cup,Viña del Mar,Chile,True,,
107,1962-06-10,Brazil,England,England,Gerry Hitchens,38.0,False,False,3,1,FIFA World Cup,Viña del Mar,Chile,True,,
108,1962-06-10,Brazil,England,Brazil,Vavá,53.0,False,False,3,1,FIFA World Cup,Viña del Mar,Chile,True,,
109,1962-06-10,Brazil,England,Brazil,Garrincha,59.0,False,False,3,1,FIFA World Cup,Viña del Mar,Chile,True,,
110,1962-10-03,England,France,France,Yvon Goujon,8.0,False,False,1,1,UEFA Euro qualification,Sheffield,England,False,,
111,1962-10-03,England,France,England,Ron Flowers,57.0,False,True,1,1,UEFA Euro qualification,Sheffield,England,False,,
112,1963-02-27,France,England,France,Maryan Wisniewski,3.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
113,1963-02-27,France,England,France,Yvon Douis,32.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
114,1963-02-27,France,England,France,Lucien Cossou,43.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
115,1963-02-27,France,England,England,Bobby Smith,57.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
116,1963-02-27,France,England,England,Bobby Tambling,74.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
117,1963-02-27,France,England,France,Maryan Wisniewski,75.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
118,1963-02-27,France,England,France,Lucien Cossou,82.0,False,False,5,2,UEFA Euro qualification,Paris,France,False,,
119,1966-07-16,England,Mexico,England,Bobby Charlton,37.0,False,False,2,0,FIFA World Cup,London,England,False,,
120,1966-07-16,England,Mexico,England,Roger Hunt,75.0,False,False,2,0,FIFA World Cup,London,England,False,,
121,1966-07-20,England,France,England,Roger Hunt,38.0,False,False,2,0,FIFA World Cup,London,England,False,,
122,1966-07-20,England,France,England,Roger Hunt,75.0,False,False,2,0,FIFA World Cup,London,England,False,,
123,1966-07-23,England,Argentina,England,Geoff Hurst,78.0,False,False,1,0,FIFA World Cup,London,England,False,,
124,1966-07-26,England,Portugal,England,Bobby Charlton,30.0,False,False,2,1,FIFA World Cup,London,England,False,,
125,1966-07-26,England,Portugal,England,Bobby Charlton,80.0,False,False,2,1,FIFA World Cup,London,England,False,,
126,1966-07-26,England,Portugal,Portugal,Eusébio,82.0,False,True,2,1,FIFA World Cup,London,England,False,,
127,1966-07-30,England,Germany,Germany,Helmut Haller,12.0,False,False,4,2,FIFA World Cup,London,England,False,,
128,1966-07-30,England,Germany,England,Geoff Hurst,18.0,False,False,4,2,FIFA World Cup,London,England,False,,
129,1966-07-30,England,Germany,England,Martin Peters,78.0,False,False,4,2,FIFA World Cup,London,England,False,,
130,1966-07-30,England,Germany,Germany,Wolfgang Weber,89.0,False,False,4,2,FIFA World Cup,London,England,False,,
131,1966-07-30,England,Germany,England,Geoff Hurst,101.0,False,False,4,2,FIFA World Cup,London,England,False,,
132,1966-07-30,England,Germany,England,Geoff Hurst,120.0,False,False,4,2,FIFA World Cup,London,England,False,,
133,1966-10-22,Northern Ireland,England,England,Roger Hunt,40.0,False,False,0,2,British Home Championship,Belfast,Northern Ireland,False,,
134,1966-10-22,Northern Ireland,England,England,Martin Peters,60.0,False,False,0,2,British Home Championship,Belfast,Northern Ireland,False,,
135,1966-11-16,England,Wales,England,Geoff Hurst,30.0,False,False,5,1,British Home Championship,London,England,False,,
136,1966-11-16,England,Wales,England,Geoff Hurst,34.0,False,False,5,1,British Home Championship,London,England,False,,
137,1966-11-16,England,Wales,Wales,Wyn Davies,36.0,False,False,5,1,British Home Championship,London,England,False,,
138,1966-11-16,England,Wales,England,Bobby Charlton,43.0,False,False,5,1,British Home Championship,London,England,False,,
139,1966-11-16,England,Wales,England,Terry Hennessey,65.0,True,False,5,1,British Home Championship,London,England,False,,
140,1966-11-16,England,Wales,England,Jack Charlton,84.0,False,False,5,1,British Home Championship,London,England,False,,
141,1967-04-15,England,Scotland,Scotland,Denis Law,27.0,False,False,2,3,British Home Championship,London,England,False,,
142,1967-04-15,England,Scotland,Scotland,Bobby Lennox,78.0,False,False,2,3,British Home Championship,London,England,False,,
143,1967-04-15,England,Scotland,England,Jack Charlton,84.0,False,False,2,3,British Home Championship,London,England,False,,
144,1967-04-15,England,Scotland,Scotland,Jim McCalliog,87.0,False,False,2,3,British Home Championship,London,England,False,,
145,1967-04-15,England,Scotland,England,Geoff Hurst,88.0,False,False,2,3,British Home Championship,London,England,False,,
146,1967-10-21,Wales,England,England,Martin Peters,34.0,False,False,0,3,British Home Championship,Cardiff,Wales,False,,
147,1967-10-21,Wales,England,England,Bobby Charlton,87.0,False,False,0,3,British Home Championship,Cardiff,Wales,False,,
148,1967-10-21,Wales,England,England,Alan Ball Jr.,90.0,False,True,0,3,British Home Championship,Cardiff,Wales,False,,
149,1967-11-22,England,Northern Ireland,England,Geoff Hurst,43.0,False,False,2,0,British Home Championship,London,England,False,,
150,1967-11-22,England,Northern Ireland,England,Bobby Charlton,62.0,False,False,2,0,British Home Championship,London,England,False,,
151,1968-02-24,Scotland,England,England,Martin Peters,19.0,False,False,1,1,British Home Championship,Glasgow,Scotland,False,,
152,1968-02-24,Scotland,England,Scotland,John Hughes,39.0,False,False,1,1,British Home Championship,Glasgow,Scotland,False,,
153,1968-04-03,England,Spain,England,Bobby Charlton,84.0,False,False,1,0,UEFA Euro qualification,London,England,False,,
154,1968-05-08,Spain,England,Spain,Amancio Amaro,47.0,False,False,1,2,UEFA Euro qualification,Madrid,Spain,False,,
155,1968-05-08,Spain,England,England,Martin Peters,54.0,False,False,1,2,UEFA Euro qualification,Madrid,Spain,False,,
156,1968-05-08,Spain,England,England,Norman Hunter,81.0,False,False,1,2,UEFA Euro qualification,Madrid,Spain,False,,
157,1968-06-05,England,Yugoslavia,Yugoslavia,Dragan Džajić,86.0,False,False,0,1,UEFA Euro,Florence,Italy,True,,
158,1968-06-08,England,Russia,England,Bobby Charlton,39.0,False,False,2,0,UEFA Euro,Rome,Italy,True,,
159,1968-06-08,England,Russia,England,Geoff Hurst,63.0,False,False,2,0,UEFA Euro,Rome,Italy,True,,
160,1970-06-02,England,Romania,England,Geoff Hurst,65.0,False,False,1,0,FIFA World Cup,Guadalajara,Mexico,True,,
161,1970-06-07,Brazil,England,Brazil,Jairzinho,59.0,False,False,1,0,FIFA World Cup,Guadalajara,Mexico,True,,
162,1970-06-11,Czechoslovakia,England,England,Allan Clarke,50.0,False,True,0,1,FIFA World Cup,Guadalajara,Mexico,True,,
163,1970-06-14,England,Germany,England,Alan Mullery,31.0,False,False,2,3,FIFA World Cup,León,Mexico,True,,
164,1970-06-14,England,Germany,England,Martin Peters,49.0,False,False,2,3,FIFA World Cup,León,Mexico,True,,
165,1970-06-14,England,Germany,Germany,Franz Beckenbauer,68.0,False,False,2,3,FIFA World Cup,León,Mexico,True,,
166,1970-06-14,England,Germany,Germany,Uwe Seeler,82.0,False,False,2,3,FIFA World Cup,León,Mexico,True,,
167,1970-06-14,England,Germany,Germany,Gerd Müller,108.0,False,False,2,3,FIFA World Cup,León,Mexico,True,,
168,1971-02-03,Malta,England,England,Martin Peters,35.0,False,False,0,1,UEFA Euro qualification,Gżira,Malta,False,,
169,1971-04-21,England,Greece,England,Martin Chivers,23.0,False,False,3,0,UEFA Euro qualification,London,England,False,,
170,1971-04-21,England,Greece,England,Geoff Hurst,68.0,False,False,3,0,UEFA Euro qualification,London,England,False,,
171,1971-04-21,England,Greece,England,Francis Lee,87.0,False,False,3,0,UEFA Euro qualification,London,England,False,,
172,1971-05-12,England,Malta,England,Martin Chivers,1.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
173,1971-05-12,England,Malta,England,Francis Lee,41.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
174,1971-05-12,England,Malta,England,Allan Clarke,46.0,False,True,5,0,UEFA Euro qualification,London,England,False,,
175,1971-05-12,England,Malta,England,Martin Chivers,47.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
176,1971-05-12,England,Malta,England,Chris Lawler,74.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
177,1971-10-13,Switzerland,England,England,Geoff Hurst,1.0,False,False,2,3,UEFA Euro qualification,Basel,Switzerland,False,,
178,1971-10-13,Switzerland,England,Switzerland,Daniel Jeandupeux,10.0,False,False,2,3,UEFA Euro qualification,Basel,Switzerland,False,,
179,1971-10-13,Switzerland,England,England,Martin Chivers,12.0,False,False,2,3,UEFA Euro qualification,Basel,Switzerland,False,,
180,1971-10-13,Switzerland,England,Switzerland,Fritz Künzli,44.0,False,False,2,3,UEFA Euro qualification,Basel,Switzerland,False,,
181,1971-10-13,Switzerland,England,England,Anton Weibel,77.0,True,False,2,3,UEFA Euro qualification,Basel,Switzerland,False,,
182,1971-11-10,England,Switzerland,England,Mike Summerbee,9.0,False,False,1,1,UEFA Euro qualification,London,England,False,,
183,1971-11-10,England,Switzerland,Switzerland,Karl Odermatt,26.0,False,False,1,1,UEFA Euro qualification,London,England,False,,
184,1971-12-01,Greece,England,England,Geoff Hurst,59.0,False,False,0,2,UEFA Euro qualification,Piraeus,Greece,False,,
185,1971-12-01,Greece,England,England,Martin Chivers,90.0,False,False,0,2,UEFA Euro qualification,Piraeus,Greece,False,,
186,1972-04-29,England,Germany,Germany,Uli Hoeneß,27.0,False,False,1,3,UEFA Euro qualification,London,England,False,,
187,1972-04-29,England,Germany,England,Francis Lee,78.0,False,False,1,3,UEFA Euro qualification,London,England,False,,
188,1972-04-29,England,Germany,Germany,Günter Netzer,84.0,False,True,1,3,UEFA Euro qualification,London,England,False,,
189,1972-04-29,England,Germany,Germany,Gerd Müller,88.0,False,False,1,3,UEFA Euro qualification,London,England,False,,
190,1972-11-15,Wales,England,England,Colin Bell,35.0,False,False,0,1,FIFA World Cup qualification,Cardiff,Wales,False,,
191,1973-01-24,England,Wales,Wales,John Toshack,23.0,False,False,1,1,FIFA World Cup qualification,London,England,False,,
192,1973-01-24,England,Wales,England,Norman Hunter,41.0,False,False,1,1,FIFA World Cup qualification,London,England,False,,
193,1973-06-06,Poland,England,Poland,Robert Gadocha,7.0,False,False,2,0,FIFA World Cup qualification,Chorzów,Poland,False,,
194,1973-06-06,Poland,England,Poland,Włodzimierz Lubański,47.0,False,False,2,0,FIFA World Cup qualification,Chorzów,Poland,False,,
195,1973-10-17,England,Poland,Poland,Jan Domarski,57.0,False,False,1,1,FIFA World Cup qualification,London,England,False,,
196,1973-10-17,England,Poland,England,Allan Clarke,63.0,False,True,1,1,FIFA World Cup qualification,London,England,False,,
197,1974-10-30,England,Czechoslovakia,England,Mick Channon,72.0,False,False,3,0,UEFA Euro qualification,London,England,False,,
198,1974-10-30,England,Czechoslovakia,England,Colin Bell,80.0,False,False,3,0,UEFA Euro qualification,London,England,False,,
199,1974-10-30,England,Czechoslovakia,England,Colin Bell,83.0,False,False,3,0,UEFA Euro qualification,London,England,False,,
200,1975-04-16,England,Cyprus,England,Malcolm Macdonald,2.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
201,1975-04-16,England,Cyprus,England,Malcolm Macdonald,35.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
202,1975-04-16,England,Cyprus,England,Malcolm Macdonald,48.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
203,1975-04-16,England,Cyprus,England,Malcolm Macdonald,53.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
204,1975-04-16,England,Cyprus,England,Malcolm Macdonald,86.0,False,False,5,0,UEFA Euro qualification,London,England,False,,
205,1975-05-11,Cyprus,England,England,Kevin Keegan,6.0,False,False,0,1,UEFA Euro qualification,Limassol,Cyprus,False,,
206,1975-10-30,Czechoslovakia,England,England,Mick Channon,26.0,False,False,2,1,UEFA Euro qualification,Bratislava,Czechoslovakia,False,,
207,1975-10-30,Czechoslovakia,England,Czechoslovakia,Zdeněk Nehoda,45.0,False,False,2,1,UEFA Euro qualification,Bratislava,Czechoslovakia,False,,
208,1975-10-30,Czechoslovakia,England,Czechoslovakia,Dušan Galis,47.0,False,False,2,1,UEFA Euro qualification,Bratislava,Czechoslovakia,False,,
209,1975-11-19,Portugal,England,Portugal,Rui Rodrigues,16.0,False,False,1,1,UEFA Euro qualification,Lisbon,Portugal,False,,
210,1975-11-19,Portugal,England,England,Mick Channon,42.0,False,False,1,1,UEFA Euro qualification,Lisbon,Portugal,False,,
211,1976-06-13,Finland,England,England,Stuart Pearson,14.0,False,False,1,4,FIFA World Cup qualification,Helsinki,Finland,False,,
212,1976-06-13,Finland,England,Finland,Matti Paatelainen,27.0,False,False,1,4,FIFA World Cup qualification,Helsinki,Finland,False,,
213,1976-06-13,Finland,England,England,Kevin Keegan,30.0,False,False,1,4,FIFA World Cup qualification,Helsinki,Finland,False,,
214,1976-06-13,Finland,England,England,Mick Channon,56.0,False,False,1,4,FIFA World Cup qualification,Helsinki,Finland,False,,
215,1976-06-13,Finland,England,England,Kevin Keegan,60.0,False,False,1,4,FIFA World Cup qualification,Helsinki,Finland,False,,
216,1976-10-13,England,Finland,England,Dennis Tueart,4.0,False,False,2,1,FIFA World Cup qualification,London,England,False,,
217,1976-10-13,England,Finland,Finland,Jyrki Nieminen,48.0,False,False,2,1,FIFA World Cup qualification,London,England,False,,
218,1976-10-13,England,Finland,England,Joe Royle,51.0,False,False,2,1,FIFA World Cup qualification,London,England,False,,
219,1976-11-17,Italy,England,Italy,Giancarlo Antognoni,36.0,False,False,2,0,FIFA World Cup qualification,Rome,Italy,False,,
220,1976-11-17,Italy,England,Italy,Roberto Bettega,77.0,False,False,2,0,FIFA World Cup qualification,Rome,Italy,False,,
221,1977-03-30,England,Luxembourg,England,Kevin Keegan,9.0,False,False,5,0,FIFA World Cup qualification,London,England,False,,
