,date,home_team,away_team,team,scorer,minute,own_goal,penalty,home_score,away_score,tournament,city,country,neutral,winner,first_shooter
538,2001-09-05,England,Albania,England,Michael Owen,43.0,False,False,2,0,FIFA World Cup qualification,Newcastle,England,False,,
539,2001-09-05,England,Albania,England,Robbie Fowler,88.0,False,False,2,0,FIFA World Cup qualification,Newcastle,England,False,,
540,2001-10-06,England,Greece,Greece,Angelos Charisteas,36.0,False,False,2,2,FIFA World Cup qualification,Manchester,England,False,,
541,2001-10-06,England,Greece,England,Teddy Sheringham,68.0,False,False,2,2,FIFA World Cup qualification,Manchester,England,False,,
542,2001-10-06,England,Greece,Greece,Themistoklis Nikolaidis,69.0,False,False,2,2,FIFA World Cup qualification,Manchester,England,False,,
543,2001-10-06,England,Greece,England,David Beckham,90.0,False,False,2,2,FIFA World Cup qualification,Manchester,England,False,,
544,2002-06-02,England,Sweden,England,Sol Campbell,24.0,False,False,1,1,FIFA World Cup,Saitama,Japan,True,,
545,2002-06-02,England,Sweden,Sweden,Niclas Alexandersson,59.0,False,False,1,1,FIFA World Cup,Saitama,Japan,True,,
546,2002-06-07,Argentina,England,England,David Beckham,44.0,False,True,0,1,FIFA World Cup,Sapporo,Japan,True,,
547,2002-06-15,Denmark,England,England,Rio Ferdinand,5.0,False,False,0,3,FIFA World Cup,Niigata,Japan,True,,
548,2002-06-15,Denmark,England,England,Michael Owen,22.0,False,False,0,3,FIFA World Cup,Niigata,Japan,True,,
549,2002-06-15,Denmark,England,England,Emile Heskey,44.0,False,False,0,3,FIFA World Cup,Niigata,Japan,True,,
